premise,hypothesis,label,label_id
در سال  سیصد و هشتاد و پنج  قمری    نهصد و نود و سه  میلادی امیر ابو العباس مأمون بن محمد با کشتن ابوعبدالله بن احمد حکومت آنان را منقرض کرد و حکومت مامونیان بر سر کار آمد. مأمون پس از قدرت گرفتن در خوارزم لقب خوارزمشاه را برای خود انتخاب کرد و بدین گونه دومین سلسله خوارزمشاهی تأسیس شد.,مأمون خوارزمشاه بر اثر اختلافاتی که با سپه سالارانش داشت به قتل رسید و پسرش ابوالحسن جایگزین او شد.,n,2
آل کاکویه یا بنی کاکویه اصفهان دودمانی از امرای دیلمی (باوندیان) بودند که در دوره فروپاشی دیلمیان در باختر ایران روی کار آمدند. آن‌ها نخستین کسانی بودند که از تجزیه ی امپراتوری آل بویه سود بردند.,اولین کسانی که از تجزیه امپراتوری آل بویه سود بردند، بنی کاکویه اصفهان بودند.,e,1
آل کاکویه یا بنی کاکویه اصفهان دودمانی از امرای دیلمی (باوندیان) بودند که در دوره فروپاشی دیلمیان در باختر ایران روی کار آمدند. آن‌ها نخستین کسانی بودند که از تجزیه ی امپراتوری آل بویه سود بردند.,بغراخانیان اولین کسانی بودند که از تجزیه امپراتوری آل بویه سود بردند.,c,0
آل کاکویه یا بنی کاکویه اصفهان دودمانی از امرای دیلمی (باوندیان) بودند که در دوره فروپاشی دیلمیان در باختر ایران روی کار آمدند. آن‌ها نخستین کسانی بودند که از تجزیه ی امپراتوری آل بویه سود بردند.,آل کاکویه در برابر قدرت سلجوقی استقلال خویش را از دست دادند.,n,2
تبارنامه ی کامل سلسله آل بویه نخستین بار در کتابی به نام (التاجی) فی اخبار بنی بویه از ابواسحاق صابی آمده است که به دستور عضدالدوله برای ستایش دیلمیان و حکمرانی آنها نوشته شده است.,تبارنامه کامل آل بویه اولین بار در کتاب التاجی صابی تألیف گردید.,e,1
تبارنامه ی کامل سلسله آل بویه نخستین بار در کتابی به نام (التاجی) فی اخبار بنی بویه از ابواسحاق صابی آمده است که به دستور عضدالدوله برای ستایش دیلمیان و حکمرانی آنها نوشته شده است.,تبارنامه سلسله آل بویه نخستین بار در کتاب الکامل ابن اثیر آمده است.,c,0
تبارنامه ی کامل سلسله آل بویه نخستین بار در کتابی به نام (التاجی) فی اخبار بنی بویه از ابواسحاق صابی آمده است که به دستور عضدالدوله برای ستایش دیلمیان و حکمرانی آنها نوشته شده است.,تنها بخش اندکی از کتاب التاجی صابی تا روزگار ما بر جای مانده است.,n,2
سیف الدوله که بزرگ‌ترین و نیک‌ترین امیر حمدانی است توانست به قوت اراده و پشتکار اغلب نقاط سوریه را در نوردد و قلمروش را از جنوب تا دمشق و از شمال تا حدود امپراتوری روم (بیزانس) امتداد دهد. اما با مرگ سیف‌الدوله در سال  سیصد و پنجاه و شش  هجری قمری رومیان با استفاده از آشفتگی اوضاع داخلی حمدانیان و ضعف جانشینان سیف‌الدوله، به جبران شکست های خود پرداختند و دست به تجاوز به مناطق سوریه زدند.,بعد از مرگ سیف الدوله، بیزانس دست به پیشروی در سوریه زد.,e,1
سیف الدوله که بزرگ‌ترین و نیک‌ترین امیر حمدانی است توانست به قوت اراده و پشتکار اغلب نقاط سوریه را در نوردد و قلمروش را از جنوب تا دمشق و از شمال تا حدود امپراتوری روم (بیزانس) امتداد دهد. اما با مرگ سیف‌الدوله در سال  سیصد و پنجاه و شش  هجری قمری رومیان با استفاده از آشفتگی اوضاع داخلی حمدانیان و ضعف جانشینان سیف‌الدوله، به جبران شکست های خود پرداختند و دست به تجاوز به مناطق سوریه زدند.,بیزانس بعد از مرگ سیف الدوله شکست های قبلی خود را پذیرفت و اقدامی در سوریه نکرد.,c,0
سیف الدوله که بزرگ‌ترین و نیک‌ترین امیر حمدانی است توانست به قوت اراده و پشتکار اغلب نقاط سوریه را در نوردد و قلمروش را از جنوب تا دمشق و از شمال تا حدود امپراتوری روم (بیزانس) امتداد دهد. اما با مرگ سیف‌الدوله در سال  سیصد و پنجاه و شش  هجری قمری رومیان با استفاده از آشفتگی اوضاع داخلی حمدانیان و ضعف جانشینان سیف‌الدوله، به جبران شکست های خود پرداختند و دست به تجاوز به مناطق سوریه زدند.,دولت حمدانی به مدت پنجاه و هشت سال با حکمرانی جانشینان سیف الدوله به حکومت ادامه داد.,n,2
قرن چهارم قمری در واقع عصر طلایی و شکوفایی تمدن اسلامی است. این امر که باعث بروز و ظهور استعدادهای بالقوه ملل و اقوام دیگر در گستره‌ی نظام سیاسی، اجتماعی و فرهنگی شد، شکوفایی و عظمت مسلمانان را به همراه داشت.,قرن چهارم به عصر طلایی برای مسلمانان شهرت دارد.,e,1
قرن چهارم قمری در واقع عصر طلایی و شکوفایی تمدن اسلامی است. این امر که باعث بروز و ظهور استعدادهای بالقوه ملل و اقوام دیگر در گستره‌ی نظام سیاسی، اجتماعی و فرهنگی شد، شکوفایی و عظمت مسلمانان را به همراه داشت.,دوران طلایی مسمانان قرن ششم قمری بود.,c,0
قرن چهارم قمری در واقع عصر طلایی و شکوفایی تمدن اسلامی است. این امر که باعث بروز و ظهور استعدادهای بالقوه ملل و اقوام دیگر در گستره‌ی نظام سیاسی، اجتماعی و فرهنگی شد، شکوفایی و عظمت مسلمانان را به همراه داشت.,یکی از دلایل رشد اروپا،استفاده از کتاب‌های دوران طلایی اسلام بود.,n,2
سبکتکین در واقع یکی از غلامان ترک تبار بود که در غزنه حکومت را در دست گرفت. گردش چرخ سلطنت غزنوی هزینه های سنگین می طلبید. از دیدگاه سبکتکین مؤثرین راه اداره و بقای دولت و تأمین هزینه های مالی اردو کشی های نظامی، توسعه طلبی بود.,به نظر سبکتکین بهترین راه برای تأمین بقای دولت غزنه در پیش گرفتن سیاست توسعه طلبی بود.,e,1
سبکتکین در واقع یکی از غلامان ترک تبار بود که در غزنه حکومت را در دست گرفت. گردش چرخ سلطنت غزنوی هزینه های سنگین می طلبید. از دیدگاه سبکتکین مؤثرین راه اداره و بقای دولت و تأمین هزینه های مالی اردو کشی های نظامی، توسعه طلبی بود.,به نظر سبکتگین نفوذ در هند موثرترین راه برای تامین بقای دولت غزنویان بود.,c,0
سبکتکین در واقع یکی از غلامان ترک تبار بود که در غزنه حکومت را در دست گرفت. گردش چرخ سلطنت غزنوی هزینه های سنگین می طلبید. از دیدگاه سبکتکین مؤثرین راه اداره و بقای دولت و تأمین هزینه های مالی اردو کشی های نظامی، توسعه طلبی بود.,غزنویان برای ادارة ارتش، سفرهای جنگی و زندگی پرتجمل درباری، نیاز به ثروت داشتند.,n,2
حدودالعالم من المشرق الی المغرب، از کتاب‌های منثور فارسی سده  چهار  ق است. حدودالعالم، نخستین کتاب جغرافیا به زبان فارسی است. این کتاب به امیر  ابوحارث محمد فریغونی ، از حکمرانان سرزمین گوزگان، واقع در شمال افغانستان امروزی اهدا شده و تدوین این کتاب احتمالا جهت راهنمایی او بوده است.,کتاب حدود العالم نخستین رساله جغرافیایی به فارسی، برای امیر فریغونی نوشته شده بود.,e,1
حدودالعالم من المشرق الی المغرب، از کتاب‌های منثور فارسی سده  چهار  ق است. حدودالعالم، نخستین کتاب جغرافیا به زبان فارسی است. این کتاب به امیر  ابوحارث محمد فریغونی ، از حکمرانان سرزمین گوزگان، واقع در شمال افغانستان امروزی اهدا شده و تدوین این کتاب احتمالا جهت راهنمایی او بوده است.,نخستین رساله جغرافیایی به زبان فارسی کتاب حدودالعالم است که برای امیر غرچستان تدوین شده بود.,c,0
حدودالعالم من المشرق الی المغرب، از کتاب‌های منثور فارسی سده  چهار  ق است. حدودالعالم، نخستین کتاب جغرافیا به زبان فارسی است. این کتاب به امیر  ابوحارث محمد فریغونی ، از حکمرانان سرزمین گوزگان، واقع در شمال افغانستان امروزی اهدا شده و تدوین این کتاب احتمالا جهت راهنمایی او بوده است.,کتاب حدودالعالم در رابطه با شکل و موقعیت کره زمین، جغرافیای عمومی، به ویژه جغرافیای سرزمین‌های اسلامی است.,n,2
در زمان سامانیان عامه مردم خراسان و ماوراء النهر به حکومت وفادار بودند. حکومتی که در نظر مردم و علمای آن دیار حامی اسلام و مملکت، دادگر و دین پرور و مشوق علم و پناه دانشمندان به شمار میرفت چنان محبوبیتی به دست آورده بود که بتواند با وفاداری مردم دوام و دیر پایی خویش را تضمین کند و بیشتر از آنچه انتظار میرفت بتواند بر اریکه قدرت بماند.,انقراض دولت سامانی به دلیل وفاداری مردم به آل سامان، دیرتر از آنچه انتظار می رفت اتفاق افتاد.,e,1
در زمان سامانیان عامه مردم خراسان و ماوراء النهر به حکومت وفادار بودند. حکومتی که در نظر مردم و علمای آن دیار حامی اسلام و مملکت، دادگر و دین پرور و مشوق علم و پناه دانشمندان به شمار میرفت چنان محبوبیتی به دست آورده بود که بتواند با وفاداری مردم دوام و دیر پایی خویش را تضمین کند و بیشتر از آنچه انتظار میرفت بتواند بر اریکه قدرت بماند.,آنچه که باعث دوام و دیرپایی سامانیان شد نقش سامانیان در رشد فرهنگ و هنر ایرانی بود.,c,0
در زمان سامانیان عامه مردم خراسان و ماوراء النهر به حکومت وفادار بودند. حکومتی که در نظر مردم و علمای آن دیار حامی اسلام و مملکت، دادگر و دین پرور و مشوق علم و پناه دانشمندان به شمار میرفت چنان محبوبیتی به دست آورده بود که بتواند با وفاداری مردم دوام و دیر پایی خویش را تضمین کند و بیشتر از آنچه انتظار میرفت بتواند بر اریکه قدرت بماند.,یکی از درآمدهای مهم حکومت ‌سامانیان اقطاع بود که به افراد خاصی واگذار می‌شد و اهمیتی ویژه‌ داشت.,n,2
کشاورزی از اواخر روزگار سامانیان در نیمه دوم قرن  چهار  هجری قمری کم‌کم دچار اختلال شد. از خصایص دوره آخر دولت سامانی در ماوراءالنهر و خراسان زوال طبقه دهقان و زوال مناطق روستایی بود که موجب فقر و بی‌نوایی دهقانان گردید. در این دوره طبقه دهقان قدرت و نفوذ خود را از دست داده و در شهرها تورم کارگر به وجود آمد.,از خصایص دوره آخر دولت سامانی در ماوراءالنهر و خراسان زوال طبقه دهقان بود.,e,1
کشاورزی از اواخر روزگار سامانیان در نیمه دوم قرن  چهار  هجری قمری کم‌کم دچار اختلال شد. از خصایص دوره آخر دولت سامانی در ماوراءالنهر و خراسان زوال طبقه دهقان و زوال مناطق روستایی بود که موجب فقر و بی‌نوایی دهقانان گردید. در این دوره طبقه دهقان قدرت و نفوذ خود را از دست داده و در شهرها تورم کارگر به وجود آمد.,از ویژگی های اواخر دوره حکومت سامانیان رشد صنعت و کشاورزی و افزایش قدرت دهقانان بود.,c,0
کشاورزی از اواخر روزگار سامانیان در نیمه دوم قرن  چهار  هجری قمری کم‌کم دچار اختلال شد. از خصایص دوره آخر دولت سامانی در ماوراءالنهر و خراسان زوال طبقه دهقان و زوال مناطق روستایی بود که موجب فقر و بی‌نوایی دهقانان گردید. در این دوره طبقه دهقان قدرت و نفوذ خود را از دست داده و در شهرها تورم کارگر به وجود آمد.,در اواخر دوره ساسانی بار سنگین مالیات و خراج، بر دوش روستائیان و کشاورزان افتاد.,n,2
ابودلف معاصر با نصربن احمد سامانی است. در همین روزگار پادشاه چین، برای جلب دوستی امیر نصر سامانی فرستاده ای به بخارا گسیل داشت و به خویشاوندی دو خاندان اظهار تمایل نمود. چون سفیر چین قصد بازگشت می نماید، امیر نصر، ابودلف خزرجی را برای همراهی با سفیر پادشاه چین به عنوان سفیر خود تا سندابیل پایتخت چین، مأمور می کند.,ابودلف از سوی امیر نصر سامانی به عنوان سفیر به چین رفت.,e,1
ابودلف معاصر با نصربن احمد سامانی است. در همین روزگار پادشاه چین، برای جلب دوستی امیر نصر سامانی فرستاده ای به بخارا گسیل داشت و به خویشاوندی دو خاندان اظهار تمایل نمود. چون سفیر چین قصد بازگشت می نماید، امیر نصر، ابودلف خزرجی را برای همراهی با سفیر پادشاه چین به عنوان سفیر خود تا سندابیل پایتخت چین، مأمور می کند.,جیهانی به عنوان سفیر امیر نصر سامانی همراه با فرستاده پادشاه چین به سندابیل رفت.,c,0
ابودلف معاصر با نصربن احمد سامانی است. در همین روزگار پادشاه چین، برای جلب دوستی امیر نصر سامانی فرستاده ای به بخارا گسیل داشت و به خویشاوندی دو خاندان اظهار تمایل نمود. چون سفیر چین قصد بازگشت می نماید، امیر نصر، ابودلف خزرجی را برای همراهی با سفیر پادشاه چین به عنوان سفیر خود تا سندابیل پایتخت چین، مأمور می کند.,امیر نصر سامانی، موافق با ازدواج دخترش با پسران غیر مسلمان پادشاه چین نبود.,n,2
نوح یکم سامانی (نوح بن نصر) معروف به امیر حمید و دارای کنیه ابومحمد ( سیصد و چهل و سه     سیصد و سی و یک  ه. ق) از پادشاهان سامانی بود. نوح بن نصر در سال  سیصد و سی و یک  هجری قمری به جای پدر در بخارا فرمانروای فرارود شد.,امیر حمید لقب نوح بن نصر سامانی بود.,e,1
نوح یکم سامانی (نوح بن نصر) معروف به امیر حمید و دارای کنیه ابومحمد ( سیصد و چهل و سه     سیصد و سی و یک  ه. ق) از پادشاهان سامانی بود. نوح بن نصر در سال  سیصد و سی و یک  هجری قمری به جای پدر در بخارا فرمانروای فرارود شد.,از میان سامانیان لقب امیر حمید مختص اسماعیل سامانی بود.,c,0
نوح یکم سامانی (نوح بن نصر) معروف به امیر حمید و دارای کنیه ابومحمد ( سیصد و چهل و سه     سیصد و سی و یک  ه. ق) از پادشاهان سامانی بود. نوح بن نصر در سال  سیصد و سی و یک  هجری قمری به جای پدر در بخارا فرمانروای فرارود شد.,دولت سامانی توسط چهار برادر، نوح، احمد، یحیی و الیاس بنیان گذاشته شد.,n,2
رزیق، جد طاهر بن حسین، نخستین والی طاهری خراسان بود. طاهر بن حسین، یکی از سرداران مأمون عباسی بود که از طرف او امیر خراسان شد و بعد از آن که عدم اطاعت خود را از مأمون اعلام کرد، اولین حکومت مستقل ایرانی بعد از اسلام را به نام طاهریان تشکیل داد.,رزیق جد موسس سلسله ی ایرانی طاهریان بود.,e,1
رزیق، جد طاهر بن حسین، نخستین والی طاهری خراسان بود. طاهر بن حسین، یکی از سرداران مأمون عباسی بود که از طرف او امیر خراسان شد و بعد از آن که عدم اطاعت خود را از مأمون اعلام کرد، اولین حکومت مستقل ایرانی بعد از اسلام را به نام طاهریان تشکیل داد.,جد موسس سلسله ی ایرانی طاهریان، حسین نام داشت.,c,0
رزیق، جد طاهر بن حسین، نخستین والی طاهری خراسان بود. طاهر بن حسین، یکی از سرداران مأمون عباسی بود که از طرف او امیر خراسان شد و بعد از آن که عدم اطاعت خود را از مأمون اعلام کرد، اولین حکومت مستقل ایرانی بعد از اسلام را به نام طاهریان تشکیل داد.,طاهریان در جنگ با خوارج در شرق ایران به پیروزی دست یافتند.,n,2
متنفذترین و محترم‌ترین بخش جمعیت محلی در دوره سلجوقی گروهی بودند که طبقات مذهبی را تشکیل می‌دادند و بسیاری از آنان پیروان زیادی در میان مردم داشتند. طبقات مذهبی در اصنافی سازمان یافته بودند در شهرهای بزرگ، شافعیان و حنفیان و هر مذهب دیگری یک رئیس داشتند که گاه منشور منصب خود را از سلطان می‌گرفتند.,در دوران سلجوقی متنفذترین و محترمترین بخش جمعیت محلی را گروه مذهبی تشکیل می دادند.,e,1
متنفذترین و محترم‌ترین بخش جمعیت محلی در دوره سلجوقی گروهی بودند که طبقات مذهبی را تشکیل می‌دادند و بسیاری از آنان پیروان زیادی در میان مردم داشتند. طبقات مذهبی در اصنافی سازمان یافته بودند در شهرهای بزرگ، شافعیان و حنفیان و هر مذهب دیگری یک رئیس داشتند که گاه منشور منصب خود را از سلطان می‌گرفتند.,گروه نظامیان متنفذترین و محترمترین بخش جمعیت محلی در دوره سلجوقیان بودند.,c,0
متنفذترین و محترم‌ترین بخش جمعیت محلی در دوره سلجوقی گروهی بودند که طبقات مذهبی را تشکیل می‌دادند و بسیاری از آنان پیروان زیادی در میان مردم داشتند. طبقات مذهبی در اصنافی سازمان یافته بودند در شهرهای بزرگ، شافعیان و حنفیان و هر مذهب دیگری یک رئیس داشتند که گاه منشور منصب خود را از سلطان می‌گرفتند.,در دوره سلجوقی بازرگانان بسیار معتبر در زمره محتشمان به شمار می‌آمدند.,n,2
خلاصه اینکه اقتصاد ایران در قرن نوزدهم با توجه به شاخصه های کشاورزی و صنعتی   اقتصادی معیشتی بود.,ایران در قرن نوزدهم اقتصاد معیشتی داشت.,e,1
خلاصه اینکه اقتصاد ایران در قرن نوزدهم با توجه به شاخصه های کشاورزی و صنعتی   اقتصادی معیشتی بود.,اقتصاد ایران در قرن نوزدهم از نوع نیمه معیشتی بود.,c,0
خلاصه اینکه اقتصاد ایران در قرن نوزدهم با توجه به شاخصه های کشاورزی و صنعتی   اقتصادی معیشتی بود.,در قرن نوزدهم امتیازهای اقتصادی به روسیه و انگلیس داده شد.,n,2
کار اصلی دیوان رسایل و انشا (دیوان طغرا) عبارت از کشیدن خط قوسی بر روی نامه‌ها و فرمان‌ها بود که به معنای مهر تایید سلطان بر اجرای یک فرمان محسوب می‌شد که به رئیس این دیوان طغرایی گفته می‌شد. دیوان اشراف نیز همانند دیوان استیفا مامورانی داشت که به آن‌ها مشرف می‌گفتند و زیر دست رئیس دیوان اشراف که به وی مشرف کل می‌گفتند به فعالیت می‌پرداختند. ,رئیس دیوان انشاء، طغرایی خوانده می شد.,e,1
کار اصلی دیوان رسایل و انشا (دیوان طغرا) عبارت از کشیدن خط قوسی بر روی نامه‌ها و فرمان‌ها بود که به معنای مهر تایید سلطان بر اجرای یک فرمان محسوب می‌شد که به رئیس این دیوان طغرایی گفته می‌شد. دیوان اشراف نیز همانند دیوان استیفا مامورانی داشت که به آن‌ها مشرف می‌گفتند و زیر دست رئیس دیوان اشراف که به وی مشرف کل می‌گفتند به فعالیت می‌پرداختند. ,طغرایی به رئیس دیوان اشراف گفته می شد.,c,0
کار اصلی دیوان رسایل و انشا (دیوان طغرا) عبارت از کشیدن خط قوسی بر روی نامه‌ها و فرمان‌ها بود که به معنای مهر تایید سلطان بر اجرای یک فرمان محسوب می‌شد که به رئیس این دیوان طغرایی گفته می‌شد. دیوان اشراف نیز همانند دیوان استیفا مامورانی داشت که به آن‌ها مشرف می‌گفتند و زیر دست رئیس دیوان اشراف که به وی مشرف کل می‌گفتند به فعالیت می‌پرداختند. ,رئیس دیوان عرض را با عنوان عارض لشکر می‌شناختند.,n,2
پس از مرگ سلطان مسعود در  پانصد و چهل و هفت  قمریخلیفه عباسی المقتفی که از تباهی های امیران سلطان مسعود در بغداد همچون مسعود بلالی در ترس و وحشت بود،  شصت  تن از امرای اقطاعی و صاحب منصبان سلاجقه را از عراق بیرون راند. ,خلیفه المقتفی پس از مرگ سلطان مسعود، امرا و صاحب منصبان سلجوقیان را از عراق بیرون کرد.,e,1
پس از مرگ سلطان مسعود در  پانصد و چهل و هفت  قمریخلیفه عباسی المقتفی که از تباهی های امیران سلطان مسعود در بغداد همچون مسعود بلالی در ترس و وحشت بود،  شصت  تن از امرای اقطاعی و صاحب منصبان سلاجقه را از عراق بیرون راند. ,پس از مرگ سلطان مسعود، المقتدی که خلیفه ی آن زمان بود امرا و صاحب منصبان سلجوقی را از عراق اخراج کرد.,c,0
پس از مرگ سلطان مسعود در  پانصد و چهل و هفت  قمریخلیفه عباسی المقتفی که از تباهی های امیران سلطان مسعود در بغداد همچون مسعود بلالی در ترس و وحشت بود،  شصت  تن از امرای اقطاعی و صاحب منصبان سلاجقه را از عراق بیرون راند. ,مسعود بلالی و آلپ قوش تصمیم گرفتند بدون مشارکت سلطان محمد خوارزمشاه به جنگ با خلیفه بروند.,n,2
ملکشاه بر اثر بیماری، درمی‌گذرد و سلطان تکش پسر دوم خود یعنی علاءالدین محمد خوارزمشاه را به جانشینی او برمی‌گزیند. این انتصاب موجب اعتراضاتی از سوی فرزندان ملکشاه به خصوص هندو خان شد. هندو خان، نیز ادعای جانشینی پدرش را کرد.,اعتراض هندو خان بن ملکشاه بر سر جانشینی علاء الدین محمد خوارزمشاه بود.,e,1
ملکشاه بر اثر بیماری، درمی‌گذرد و سلطان تکش پسر دوم خود یعنی علاءالدین محمد خوارزمشاه را به جانشینی او برمی‌گزیند. این انتصاب موجب اعتراضاتی از سوی فرزندان ملکشاه به خصوص هندو خان شد. هندو خان، نیز ادعای جانشینی پدرش را کرد.,اعتراض هندوخان بن ملکشاه به دلیل انتخاب سلطانشاه به عنوان جانشین پدرش بود.,c,0
ملکشاه بر اثر بیماری، درمی‌گذرد و سلطان تکش پسر دوم خود یعنی علاءالدین محمد خوارزمشاه را به جانشینی او برمی‌گزیند. این انتصاب موجب اعتراضاتی از سوی فرزندان ملکشاه به خصوص هندو خان شد. هندو خان، نیز ادعای جانشینی پدرش را کرد.,هندوخان که ادعای جانشینی پدرش را می‌کرد به دربار غوریان پناه برد.,n,2
هنگامی که مسعود بلالی و ابن‌القش با جلب رضایت سلطان محمد سلجوقی به بغداد تاختند، یحیی ابن هبیره آنان را درهم شکست و در پی این واقعه لقب  سلطان العراق ملک الجیوش  به ابن هبیره داده شد.,یحیی ابن هبیره بعد از شکست مسعود بلالی ملقب به  سلطان العراق و ملک الجیوش  شد.,e,1
هنگامی که مسعود بلالی و ابن‌القش با جلب رضایت سلطان محمد سلجوقی به بغداد تاختند، یحیی ابن هبیره آنان را درهم شکست و در پی این واقعه لقب  سلطان العراق ملک الجیوش  به ابن هبیره داده شد.,مسعود بلالی بعد از شکست از ابن هبیره به  سلطان العراق و ملک الجیوش  ملقب شد.,c,0
هنگامی که مسعود بلالی و ابن‌القش با جلب رضایت سلطان محمد سلجوقی به بغداد تاختند، یحیی ابن هبیره آنان را درهم شکست و در پی این واقعه لقب  سلطان العراق ملک الجیوش  به ابن هبیره داده شد.,یحیی ابن هبیره در دستگاه خلافت مقتضی عباسی، بازرس خزانه داری شد.,n,2
ابوکالیجار مرزبان بویهی پسر سلطان‌الدوله دیلمی، هفتمین تن از پادشاهان دیلمی فارس، ملقب به عزالملوک، عمادالدین، عماد لدین الله و عمادالدوله بود. او پس از مرگ پدر، به دعوت اوحد ابومحمد بن مکرم، برای استقرار بر تخت به شیراز خوانده شد. به دستور وی برای نخستین بار گرداگرد شیراز را حصار و بارو کشیدند.,اولین بار عمادالدین ابو کالیجار بویهی بر گرد شیراز دیوار کشید.,e,1
ابوکالیجار مرزبان بویهی پسر سلطان‌الدوله دیلمی، هفتمین تن از پادشاهان دیلمی فارس، ملقب به عزالملوک، عمادالدین، عماد لدین الله و عمادالدوله بود. او پس از مرگ پدر، به دعوت اوحد ابومحمد بن مکرم، برای استقرار بر تخت به شیراز خوانده شد. به دستور وی برای نخستین بار گرداگرد شیراز را حصار و بارو کشیدند.,به دستور جلال الدوله برای اولین بار بر گرد شیراز حصار کشیدند.,c,0
ابوکالیجار مرزبان بویهی پسر سلطان‌الدوله دیلمی، هفتمین تن از پادشاهان دیلمی فارس، ملقب به عزالملوک، عمادالدین، عماد لدین الله و عمادالدوله بود. او پس از مرگ پدر، به دعوت اوحد ابومحمد بن مکرم، برای استقرار بر تخت به شیراز خوانده شد. به دستور وی برای نخستین بار گرداگرد شیراز را حصار و بارو کشیدند.,ابوکالیجار سپاه عمویش ابوالفوارس را درهم شکست و وارد شیراز شد.,n,2
آلتونتاش در بهار  چهارصد و بیست و سه ق  هزار و سی و دو م با لشکر خود برای نبرد با علی‌تگین رهسپار ماوراءالنهر شد. علی‌تگین به دبوسیه عقب‌نشینی کرد. در نبرد دبوسیه، آلتونتاش در مصاف با نیروهای اصلی علی‌تگین که سلجوقیان نیز در میان آنان بودند، پیروزی قطعی به دست نیاورد و خود نیز به سختی زخمی شد.,سلجوقیان در نبرد دبوسیه با التونتاش جنگیدند.,e,1
آلتونتاش در بهار  چهارصد و بیست و سه ق  هزار و سی و دو م با لشکر خود برای نبرد با علی‌تگین رهسپار ماوراءالنهر شد. علی‌تگین به دبوسیه عقب‌نشینی کرد. در نبرد دبوسیه، آلتونتاش در مصاف با نیروهای اصلی علی‌تگین که سلجوقیان نیز در میان آنان بودند، پیروزی قطعی به دست نیاورد و خود نیز به سختی زخمی شد.,در نبرد دبوسیه علی تگین قراخانی علیه سلجوقیان جنگید.,c,0
آلتونتاش در بهار  چهارصد و بیست و سه ق  هزار و سی و دو م با لشکر خود برای نبرد با علی‌تگین رهسپار ماوراءالنهر شد. علی‌تگین به دبوسیه عقب‌نشینی کرد. در نبرد دبوسیه، آلتونتاش در مصاف با نیروهای اصلی علی‌تگین که سلجوقیان نیز در میان آنان بودند، پیروزی قطعی به دست نیاورد و خود نیز به سختی زخمی شد.,از سوی سلطان مسعود نیز  پانزده هزار  مرد جنگی از بلخ به آلتونتاش ملحق شدند.,n,2
در سده‌ی چهارم قمری دهم میلادی قرلق‌ها مسلمان شدند و نخستین پادشاه آن‌ها ستوک (ستق) بغراخان بود که بعد از مسلمان شدن نامش را به عبدالکریم تغییر داد. او از کاشغر بر قوم خود فرمانروایی می‌کرد. ,نخستین پادشاه قرلقان که اسلام پذیرفت، ستوک بغراخان بود.,e,1
در سده‌ی چهارم قمری دهم میلادی قرلق‌ها مسلمان شدند و نخستین پادشاه آن‌ها ستوک (ستق) بغراخان بود که بعد از مسلمان شدن نامش را به عبدالکریم تغییر داد. او از کاشغر بر قوم خود فرمانروایی می‌کرد. ,علی تگین قراخانی، اولین پادشاه قرلقان بود که اسلام را پذیرفت.,c,0
در سده‌ی چهارم قمری دهم میلادی قرلق‌ها مسلمان شدند و نخستین پادشاه آن‌ها ستوک (ستق) بغراخان بود که بعد از مسلمان شدن نامش را به عبدالکریم تغییر داد. او از کاشغر بر قوم خود فرمانروایی می‌کرد. ,مسلمان کردن قرلق ها توسط دراویش و صوفیان دشت‌های آسیای میانه انجام شد.,n,2
سلطان محمود غزنوی همواره دقت داشت تا نام خلیفه را در سکه هایش بگنجاند و از غنایم جنگی هدایایی برای خلیفه به بغداد بفرستد. او در تمام فعالیت ها همچون پادشاهی مستقل عمل میکرد جزآن که به خاطر قبول سیادت رحمانی و روحانی خلفا بر روی تمام سکه هایی که از سال  سیصد و هشتاد و نه ق  نهصد و نود و نه م ضرب کرده برای خود لقب ولی امیرالمومنین را نقش کرده است.,سلطان محمود غزنوی برای نشان دادن قبول سیادت روحانی خلفا بر روی سکه هایی که از سال  سیصد و هشتاد و نه ق.  نهصد و نود و نه م. ضرب کرده، لقب ولی امیرالمؤمنین را به خود داده است.,e,1
سلطان محمود غزنوی همواره دقت داشت تا نام خلیفه را در سکه هایش بگنجاند و از غنایم جنگی هدایایی برای خلیفه به بغداد بفرستد. او در تمام فعالیت ها همچون پادشاهی مستقل عمل میکرد جزآن که به خاطر قبول سیادت رحمانی و روحانی خلفا بر روی تمام سکه هایی که از سال  سیصد و هشتاد و نه ق  نهصد و نود و نه م ضرب کرده برای خود لقب ولی امیرالمومنین را نقش کرده است.,به خاطر نشان دادن سیادت روحانی خلفا، سلطان محمود غزنوی بر روی سکه هایی که از  سیصد و هشتاد و نه ق   نهصد و نود و نه م ضرب کرده به خودش لقب یمین الدوله داده است.,c,0
سلطان محمود غزنوی همواره دقت داشت تا نام خلیفه را در سکه هایش بگنجاند و از غنایم جنگی هدایایی برای خلیفه به بغداد بفرستد. او در تمام فعالیت ها همچون پادشاهی مستقل عمل میکرد جزآن که به خاطر قبول سیادت رحمانی و روحانی خلفا بر روی تمام سکه هایی که از سال  سیصد و هشتاد و نه ق  نهصد و نود و نه م ضرب کرده برای خود لقب ولی امیرالمومنین را نقش کرده است.,سلطان محمود اولین فرمانروای مستقل و بزرگ‌ترین فرد خاندان غزنوی است.,n,2
